"Date","Location","Average Occupancy(%)","Active IDs Assigned to Sites","Total Badge Swipes"
"Jul 11,2020","Seoul, Korea","4.44","45","2"
"Jul 11,2020","Amsterdam","1.22","245","3"
"Jul 11,2020","Moscow","2.5","40","1"
"Jul 11,2020","Taipei","4.17","24","1"
"Jul 11,2020","Bridgewater","2.86","35","1"
"Jul 11,2020","Cupertino, CA (Mist)","0.89","112","1"
"Jul 11,2020","Dallas","6.25","16","1"
"Jul 11,2020","Durham, NC","2.08","48","1"
"Jul 11,2020","Herndon, Bldg 1","2.42","124","3"
"Jul 11,2020","Quincy, WA GEO DC Bldg A","9.68","31","3"
"Jul 11,2020","SVL Building 5","6.35","63","4"
"Jul 11,2020","SVL Building 8","6.98","43","3"
"Jul 11,2020","SVL Building A","1.51","1192","18"
"Jul 11,2020","SVL Building B","2.27","1276","29"
"Jul 11,2020","Westford NEIC R&D","2.25","445","10"
"Jun 01,2020","Dubai","3.03","33","1"
"Jun 01,2020","Melbourne Sales","3.7","54","2"
"Jun 01,2020","Sydney Sales","2.22","45","1"
"Jun 01,2020","Kanata (R&D)","1.96","51","1"
"Jun 01,2020","Kanata Optical (BTI Ottawa)","15","20","3"
"Jun 01,2020","Beijing Sales","61.22","49","30"
"Jun 01,2020","Beijing R&D","67.57","148","100"
"Jun 01,2020","Beijing CSS","16.42","67","11"
"Jun 01,2020","Guangzhou, China","42.11","19","8"
"Jun 01,2020","Shanghai","48.78","41","20"
"Jun 01,2020","Madrid, Spain","7.69","39","3"
"Jun 01,2020","Paris, France","1.82","55","1"
"Jun 01,2020","America s Demo Pool- Sterling VA","50","4","2"
"Jun 01,2020","Hong Kong","43.06","72","31"
"Jun 01,2020","India-Bagmane Tridib, Bldg 3","9.11","472","43"
"Jun 01,2020","India-Electra, Bldg 4","7.76","1224","95"
"Jun 01,2020","India Elnath Bldg 5","8.34","1883","157"
"Jun 01,2020","Milan","10.53","19","2"
"Jun 01,2020","Tokyo, Japan (Kyobashi)","3.13","32","1"
"Jun 01,2020","Tokyo, Japan (Shinjuku)","7.26","179","13"
"Jun 01,2020","Seoul, Korea","60","45","27"
"Jun 01,2020","Amsterdam","0.8","251","2"
"Jun 01,2020","Moscow","5","40","2"
"Jun 01,2020","Riyadh","2.22","90","2"
"Jun 01,2020","Stockholm","25","16","4"
"Jun 01,2020","Taipei","64","25","16"
"Jun 01,2020","Addlestone","2.6","77","2"
"Jun 01,2020","Bridgewater","11.76","34","4"
"Jun 01,2020","Cupertino, CA (Mist)","0.89","112","1"
"Jun 01,2020","Durham, NC","4.17","48","2"
"Jun 01,2020","Frederick, MD (R&D)","33.33","3","1"
"Jun 01,2020","Herndon, Bldg 1","8.73","126","11"
"Jun 01,2020","Quincy, WA GEO DC Bldg A","78.13","32","25"
"Jun 01,2020","SVL Building 5","43.75","64","28"
"Jun 01,2020","SVL Building 8","88.64","44","39"
"Jun 01,2020","SVL Building A","5.86","1228","72"
"Jun 01,2020","SVL Building B","5.45","1302","71"
"Jun 01,2020","Westford NEIC R&D","6.03","448","27"
"Jun 02,2020","Dubai","6.06","33","2"
"Jun 02,2020","Melbourne Sales","3.7","54","2"
"Jun 02,2020","Sydney Sales","6.67","45","3"
"Jun 02,2020","Kanata Optical (BTI Ottawa)","10","20","2"
"Jun 02,2020","Beijing Sales","43.75","48","21"
"Jun 02,2020","Beijing R&D","76.87","147","113"
"Jun 02,2020","Beijing CSS","20.9","67","14"
"Jun 02,2020","Guangzhou, China","47.37","19","9"
"Jun 02,2020","Shanghai","14.63","41","6"
"Jun 02,2020","Wuhan R&D","20","5","1"
"Jun 02,2020","Munich","61.54","13","8"
"Jun 02,2020","Madrid, Spain","10.26","39","4"
"Jun 02,2020","Paris, France","3.64","55","2"
"Jun 02,2020","America s Demo Pool- Sterling VA","125","4","5"
"Jun 02,2020","Hong Kong","30.56","72","22"
"Jun 02,2020","India-Bagmane Tridib, Bldg 3","8.9","472","42"
"Jun 02,2020","India-Electra, Bldg 4","7.62","1221","93"
"Jun 02,2020","India Elnath Bldg 5","8.88","1880","167"
"Jun 02,2020","Tokyo, Japan (Kyobashi)","3.23","31","1"
"Jun 02,2020","Tokyo, Japan (Shinjuku)","5.59","179","10"
"Jun 02,2020","Seoul, Korea","28.89","45","13"
"Jun 02,2020","Kuala Lumpur, Malaysia","27.59","29","8"
"Jun 02,2020","Amsterdam","8.76","251","22"
"Jun 02,2020","Moscow","2.5","40","1"
"Jun 02,2020","Riyadh","2.22","90","2"
"Jun 02,2020","Singapore","10.29","68","7"
"Jun 02,2020","Taipei","48","25","12"
"Jun 02,2020","Addlestone","2.67","75","2"
"Jun 02,2020","Belfast","5.56","18","1"
"Jun 02,2020","Bridgewater","14.71","34","5"
"Jun 02,2020","Cupertino, CA (Mist)","0.89","112","1"
"Jun 02,2020","Durham, NC","8.16","49","4"
"Jun 02,2020","Herndon, Bldg 1","10.4","125","13"
"Jun 02,2020","Quincy, WA GEO DC Bldg A","87.5","32","28"
"Jun 02,2020","SVL Building 5","42.19","64","27"
"Jun 02,2020","SVL Building 8","111.36","44","49"
"Jun 02,2020","SVL Building A","6.45","1224","79"
"Jun 02,2020","SVL Building B","5.15","1302","67"
"Jun 02,2020","Westford NEIC R&D","6.92","448","31"
"Jun 03,2020","Dubai","3.03","33","1"
"Jun 03,2020","Melbourne Sales","9.26","54","5"
"Jun 03,2020","Sydney Sales","11.11","45","5"
"Jun 03,2020","Kanata (R&D)","5.88","51","3"
"Jun 03,2020","Kanata Optical (BTI Ottawa)","20","20","4"
"Jun 03,2020","Beijing Sales","50","48","24"
"Jun 03,2020","Beijing R&D","89.8","147","132"
"Jun 03,2020","Beijing CSS","32.84","67","22"
"Jun 03,2020","Guangzhou, China","68.42","19","13"
"Jun 03,2020","Shanghai","39.02","41","16"
"Jun 03,2020","Munich","76.92","13","10"
"Jun 03,2020","Madrid, Spain","5.13","39","2"
"Jun 03,2020","Paris, France","27.27","55","15"
"Jun 03,2020","America s Demo Pool- Sterling VA","100","4","4"
"Jun 03,2020","Hong Kong","40.28","72","29"
"Jun 03,2020","India-Bagmane Tridib, Bldg 3","8.9","472","42"
"Jun 03,2020","India-Electra, Bldg 4","8.11","1220","99"
"Jun 03,2020","India Elnath Bldg 5","11.01","1880","207"
"Jun 03,2020","Milan","15.79","19","3"
"Jun 03,2020","Tokyo, Japan (Kyobashi)","16.13","31","5"
"Jun 03,2020","Tokyo, Japan (Shinjuku)","10.06","179","18"
"Jun 03,2020","Seoul, Korea","51.11","45","23"
"Jun 03,2020","Amsterdam","6.77","251","17"
"Jun 03,2020","Moscow","2.5","40","1"
"Jun 03,2020","Riyadh","2.22","90","2"
"Jun 03,2020","Stockholm","6.25","16","1"
"Jun 03,2020","Singapore","5.88","68","4"
"Jun 03,2020","Taipei","36","25","9"
"Jun 03,2020","Addlestone","2.67","75","2"
"Jun 03,2020","Bridgewater","11.76","34","4"
"Jun 03,2020","Cupertino, CA (Mist)","1.79","112","2"
"Jun 03,2020","Dallas","18.75","16","3"
"Jun 03,2020","Durham, NC","14.29","49","7"
"Jun 03,2020","Frederick, MD (R&D)","33.33","3","1"
"Jun 03,2020","Herndon, Bldg 1","11.2","125","14"
"Jun 03,2020","Quincy, WA GEO DC Bldg A","78.13","32","25"
"Jun 03,2020","SVL Building 5","46.88","64","30"
"Jun 03,2020","SVL Building 8","113.64","44","50"
"Jun 03,2020","SVL Building A","7.35","1224","90"
"Jun 03,2020","SVL Building B","6.45","1302","84"
"Jun 03,2020","Westford NEIC R&D","8.48","448","38"
"Jun 04,2020","Dubai","12.12","33","4"
"Jun 04,2020","Melbourne Sales","11.11","54","6"
"Jun 04,2020","Sydney Sales","17.39","46","8"
"Jun 04,2020","Brussels","50","2","1"
"Jun 04,2020","Kanata (R&D)","1.96","51","1"
"Jun 04,2020","Kanata Optical (BTI Ottawa)","10","20","2"
"Jun 04,2020","Beijing Sales","41.67","48","20"
"Jun 04,2020","Beijing R&D","88.67","150","133"
"Jun 04,2020","Beijing CSS","22.39","67","15"
"Jun 04,2020","Guangzhou, China","73.68","19","14"
"Jun 04,2020","Shanghai","39.02","41","16"
"Jun 04,2020","Munich","30.77","13","4"
"Jun 04,2020","Madrid, Spain","10.26","39","4"
"Jun 04,2020","Paris, France","21.82","55","12"
"Jun 04,2020","America s Demo Pool- Sterling VA","50","4","2"
"Jun 04,2020","Hong Kong","27.78","72","20"
"Jun 04,2020","Dublin","4.55","22","1"
"Jun 04,2020","India-Bagmane Tridib, Bldg 3","9.75","472","46"
"Jun 04,2020","India-Electra, Bldg 4","8.35","1221","102"
"Jun 04,2020","India Elnath Bldg 5","10.28","1878","193"
"Jun 04,2020","India-Mumbai","4.17","24","1"
"Jun 04,2020","Milan","10.53","19","2"
"Jun 04,2020","Tokyo, Japan (Kyobashi)","19.35","31","6"
"Jun 04,2020","Tokyo, Japan (Shinjuku)","6.7","179","12"
"Jun 04,2020","Seoul, Korea","55.56","45","25"
"Jun 04,2020","Kuala Lumpur, Malaysia","24.14","29","7"
"Jun 04,2020","Amsterdam","5.98","251","15"
"Jun 04,2020","Moscow","5","40","2"
"Jun 04,2020","Riyadh","2.22","90","2"
"Jun 04,2020","Stockholm","12.5","16","2"
"Jun 04,2020","Singapore","15.49","71","11"
"Jun 04,2020","Taipei","44","25","11"
"Jun 04,2020","Addlestone","2.63","76","2"
"Jun 04,2020","Belfast","5.56","18","1"
"Jun 04,2020","Bridgewater","8.82","34","3"
"Jun 04,2020","Cupertino, CA (Mist)","3.57","112","4"
"Jun 04,2020","Dallas","6.25","16","1"
"Jun 04,2020","Durham, NC","14.29","49","7"
"Jun 04,2020","Frederick, MD (R&D)","66.67","3","2"
"Jun 04,2020","Herndon, Bldg 1","8.8","125","11"
"Jun 04,2020","Quincy, WA GEO DC Bldg A","84.38","32","27"
"Jun 04,2020","SVL Building 5","57.81","64","37"
"Jun 04,2020","SVL Building 8","97.73","44","43"
"Jun 04,2020","SVL Building A","6.87","1222","84"
"Jun 04,2020","SVL Building B","7.14","1303","93"
"Jun 04,2020","Westford NEIC R&D","6.47","448","29"
"Jun 05,2020","Melbourne Sales","16.67","54","9"
"Jun 05,2020","Sydney Sales","10.87","46","5"
"Jun 05,2020","Kanata (R&D)","1.96","51","1"
"Jun 05,2020","Kanata Optical (BTI Ottawa)","20","20","4"
"Jun 05,2020","Beijing Sales","44.9","49","22"
"Jun 05,2020","Beijing R&D","87.33","150","131"
"Jun 05,2020","Beijing CSS","16.42","67","11"
"Jun 05,2020","Guangzhou, China","52.63","19","10"
"Jun 05,2020","Shanghai","39.02","41","16"
"Jun 05,2020","Munich","15.38","13","2"
"Jun 05,2020","Madrid, Spain","5.13","39","2"
"Jun 05,2020","Paris, France","29.09","55","16"
"Jun 05,2020","America s Demo Pool- Sterling VA","50","4","2"
"Jun 05,2020","Hong Kong","44.44","72","32"
"Jun 05,2020","India-Bagmane Tridib, Bldg 3","8.49","471","40"
"Jun 05,2020","India-Electra, Bldg 4","7.78","1221","95"
"Jun 05,2020","India Elnath Bldg 5","10.45","1876","196"
"Jun 05,2020","India-Mumbai","4.17","24","1"
"Jun 05,2020","Milan","10.53","19","2"
"Jun 05,2020","Tokyo, Japan (Kyobashi)","16.13","31","5"
"Jun 05,2020","Tokyo, Japan (Shinjuku)","6.7","179","12"
"Jun 05,2020","Seoul, Korea","26.67","45","12"
"Jun 05,2020","Kuala Lumpur, Malaysia","13.79","29","4"
"Jun 05,2020","Amsterdam","5.98","251","15"
"Jun 05,2020","Singapore","8.45","71","6"
"Jun 05,2020","Taipei","40","25","10"
"Jun 05,2020","Addlestone","1.32","76","1"
"Jun 05,2020","Belfast","5.56","18","1"
"Jun 05,2020","London, UK","6.67","15","1"
"Jun 05,2020","Bridgewater","11.76","34","4"
"Jun 05,2020","Cupertino, CA (Mist)","4.46","112","5"
"Jun 05,2020","Durham, NC","8.16","49","4"
"Jun 05,2020","Frederick, MD (R&D)","33.33","3","1"
"Jun 05,2020","Herndon, Bldg 1","11.2","125","14"
"Jun 05,2020","Quincy, WA GEO DC Bldg A","81.25","32","26"
"Jun 05,2020","SVL Building 5","41.27","63","26"
"Jun 05,2020","SVL Building 8","104.55","44","46"
"Jun 05,2020","SVL Building A","6.46","1222","79"
"Jun 05,2020","SVL Building B","6.29","1303","82"
"Jun 05,2020","Westford NEIC R&D","6.25","448","28"
"Jun 06,2020","Dubai","3.03","33","1"
"Jun 06,2020","Kanata (R&D)","1.96","51","1"
"Jun 06,2020","Kanata Optical (BTI Ottawa)","5","20","1"
"Jun 06,2020","Beijing Sales","4.08","49","2"
"Jun 06,2020","Guangzhou, China","5.26","19","1"
"Jun 06,2020","Shanghai","2.44","41","1"
"Jun 06,2020","Wuhan R&D","40","5","2"
"Jun 06,2020","Munich","7.69","13","1"
"Jun 06,2020","Paris, France","1.82","55","1"
"Jun 06,2020","Hong Kong","1.39","72","1"
"Jun 06,2020","Dublin","4.55","22","1"
"Jun 06,2020","India-Bagmane Tridib, Bldg 3","8.7","471","41"
"Jun 06,2020","India-Electra, Bldg 4","5.57","1220","68"
"Jun 06,2020","India Elnath Bldg 5","7.72","1878","145"
"Jun 06,2020","India-Mumbai","4.17","24","1"
"Jun 06,2020","Tokyo, Japan (Shinjuku)","0.56","179","1"
"Jun 06,2020","Amsterdam","1.2","251","3"
"Jun 06,2020","Moscow","2.5","40","1"
"Jun 06,2020","Addlestone","1.32","76","1"
"Jun 06,2020","Dallas","6.25","16","1"
"Jun 06,2020","Durham, NC","2.04","49","1"
"Jun 06,2020","Herndon, Bldg 1","2.4","125","3"
"Jun 06,2020","Quincy, WA GEO DC Bldg A","12.5","32","4"
"Jun 06,2020","SVL Building 5","3.17","63","2"
"Jun 06,2020","SVL Building 8","6.82","44","3"
"Jun 06,2020","SVL Building A","0.57","1222","7"
"Jun 06,2020","SVL Building B","0.84","1302","11"
"Jun 06,2020","Westford NEIC R&D","1.34","447","6"
"Jun 07,2020","Dubai","3.03","33","1"
"Jun 07,2020","Kanata (R&D)","1.96","51","1"
"Jun 07,2020","Kanata Optical (BTI Ottawa)","5","20","1"
"Jun 07,2020","Beijing Sales","4.08","49","2"
"Jun 07,2020","Beijing R&D","6.67","150","10"
"Jun 07,2020","Beijing CSS","5.97","67","4"
"Jun 07,2020","Shanghai","2.44","41","1"
"Jun 07,2020","Wuhan R&D","20","5","1"
"Jun 07,2020","Munich","7.69","13","1"
"Jun 07,2020","Hong Kong","1.39","72","1"
"Jun 07,2020","India-Bagmane Tridib, Bldg 3","6.58","471","31"
"Jun 07,2020","India-Electra, Bldg 4","4.51","1220","55"
"Jun 07,2020","India Elnath Bldg 5","6.18","1878","116"
"Jun 07,2020","India-Mumbai","4.17","24","1"
"Jun 07,2020","Tokyo, Japan (Kyobashi)","3.23","31","1"
"Jun 07,2020","Tokyo, Japan (Shinjuku)","0.56","179","1"
"Jun 07,2020","Seoul, Korea","6.67","45","3"
"Jun 07,2020","Amsterdam","1.59","251","4"
"Jun 07,2020","Riyadh","1.1","91","1"
"Jun 07,2020","Durham, NC","4.08","49","2"
"Jun 07,2020","Herndon, Bldg 1","2.4","125","3"
"Jun 07,2020","Quincy, WA GEO DC Bldg A","12.5","32","4"
"Jun 07,2020","SVL Building 5","1.59","63","1"
"Jun 07,2020","SVL Building 8","4.55","44","2"
"Jun 07,2020","SVL Building A","0.57","1222","7"
"Jun 07,2020","SVL Building B","1","1302","13"
"Jun 07,2020","Westford NEIC R&D","1.34","447","6"
"Jun 08,2020","Melbourne Sales","1.85","54","1"
"Jun 08,2020","Brussels","100","2","2"
"Jun 08,2020","Kanata Optical (BTI Ottawa)","10","20","2"
"Jun 08,2020","Beijing Sales","55.1","49","27"
"Jun 08,2020","Beijing R&D","88","150","132"
"Jun 08,2020","Beijing CSS","25.37","67","17"
"Jun 08,2020","Guangzhou, China","63.16","19","12"
"Jun 08,2020","Shanghai","68.29","41","28"
"Jun 08,2020","Wuhan R&D","40","5","2"
"Jun 08,2020","Munich","69.23","13","9"
"Jun 08,2020","Madrid, Spain","5.13","39","2"
"Jun 08,2020","Paris, France","20","55","11"
"Jun 08,2020","America s Demo Pool- Sterling VA","75","4","3"
"Jun 08,2020","Hong Kong","34.72","72","25"
"Jun 08,2020","India-Bagmane Tridib, Bldg 3","9.98","471","47"
"Jun 08,2020","India-Electra, Bldg 4","9.1","1220","111"
"Jun 08,2020","India Elnath Bldg 5","10.66","1877","200"
"Jun 08,2020","India-Mumbai","8.33","24","2"
"Jun 08,2020","Milan","10.53","19","2"
"Jun 08,2020","Tokyo, Japan (Kyobashi)","16.13","31","5"
"Jun 08,2020","Tokyo, Japan (Shinjuku)","6.7","179","12"
"Jun 08,2020","Seoul, Korea","66.67","45","30"
"Jun 08,2020","Amsterdam","6.37","251","16"
"Jun 08,2020","Moscow","5","40","2"
"Jun 08,2020","Riyadh","1.1","91","1"
"Jun 08,2020","Stockholm","12.5","16","2"
"Jun 08,2020","Singapore","5.63","71","4"
"Jun 08,2020","Taipei","68","25","17"
"Jun 08,2020","Addlestone","2.63","76","2"
"Jun 08,2020","Bridgewater","11.76","34","4"
"Jun 08,2020","Cupertino, CA (Mist)","6.31","111","7"
"Jun 08,2020","Durham, NC","10.2","49","5"
"Jun 08,2020","Herndon, Bldg 1","9.6","125","12"
"Jun 08,2020","Quincy, WA GEO DC Bldg A","90.63","32","29"
"Jun 08,2020","SVL Building 5","53.97","63","34"
"Jun 08,2020","SVL Building 8","104.55","44","46"
"Jun 08,2020","SVL Building A","6.22","1222","76"
"Jun 08,2020","SVL Building B","5.45","1302","71"
"Jun 08,2020","Westford NEIC R&D","7.61","447","34"
"Jun 09,2020","Dubai","3.03","33","1"
"Jun 09,2020","Melbourne Sales","12.96","54","7"
"Jun 09,2020","Sydney Sales","13.04","46","6"
"Jun 09,2020","Kanata (R&D)","1.96","51","1"
"Jun 09,2020","Kanata Optical (BTI Ottawa)","15","20","3"
"Jun 09,2020","Beijing Sales","40.82","49","20"
"Jun 09,2020","Beijing R&D","90","150","135"
"Jun 09,2020","Beijing CSS","26.87","67","18"
"Jun 09,2020","Guangzhou, China","68.42","19","13"
"Jun 09,2020","Shanghai","39.02","41","16"
"Jun 09,2020","Wuhan R&D","60","5","3"
"Jun 09,2020","Munich","84.62","13","11"
"Jun 09,2020","Madrid, Spain","7.69","39","3"
"Jun 09,2020","Paris, France","20","55","11"
"Jun 09,2020","America s Demo Pool- Sterling VA","75","4","3"
"Jun 09,2020","Hong Kong","41.67","72","30"
"Jun 09,2020","India-Bagmane Tridib, Bldg 3","8.92","471","42"
"Jun 09,2020","India-Electra, Bldg 4","9.02","1219","110"
"Jun 09,2020","India Elnath Bldg 5","10.82","1876","203"
"Jun 09,2020","India-Mumbai","4.17","24","1"
"Jun 09,2020","Milan","15.79","19","3"
"Jun 09,2020","Tokyo, Japan (Kyobashi)","9.68","31","3"
"Jun 09,2020","Tokyo, Japan (Shinjuku)","6.15","179","11"
"Jun 09,2020","Seoul, Korea","42.22","45","19"
"Jun 09,2020","Kuala Lumpur, Malaysia","27.59","29","8"
"Jun 09,2020","Amsterdam","5.18","251","13"
"Jun 09,2020","Moscow","5","40","2"
"Jun 09,2020","Riyadh","3.3","91","3"
"Jun 09,2020","Singapore","7.04","71","5"
"Jun 09,2020","Taipei","48","25","12"
"Jun 09,2020","Addlestone","2.63","76","2"
"Jun 09,2020","Belfast","11.11","18","2"
"Jun 09,2020","Bridgewater","11.76","34","4"
"Jun 09,2020","Cupertino, CA (Mist)","4.5","111","5"
"Jun 09,2020","Dallas","25","16","4"
"Jun 09,2020","Durham, NC","10.2","49","5"
"Jun 09,2020","Herndon, Bldg 1","11.2","125","14"
"Jun 09,2020","Quincy, WA GEO DC Bldg A","81.25","32","26"
"Jun 09,2020","SVL Building 5","61.9","63","39"
"Jun 09,2020","SVL Building 8","102.27","44","45"
"Jun 09,2020","SVL Building A","6.79","1222","83"
"Jun 09,2020","SVL Building B","5.84","1302","76"
"Jun 09,2020","Westford NEIC R&D","8.28","447","37"
"Jun 10,2020","Dubai","12.12","33","4"
"Jun 10,2020","Melbourne Sales","9.43","53","5"
"Jun 10,2020","Sydney Sales","17.39","46","8"
"Jun 10,2020","Brussels","50","2","1"
"Jun 10,2020","Kanata (R&D)","3.92","51","2"
"Jun 10,2020","Kanata Optical (BTI Ottawa)","5","20","1"
"Jun 10,2020","Beijing Sales","48.98","49","24"
"Jun 10,2020","Beijing R&D","87.33","150","131"
"Jun 10,2020","Beijing CSS","28.36","67","19"
"Jun 10,2020","Guangzhou, China","52.63","19","10"
"Jun 10,2020","Shanghai","31.71","41","13"
"Jun 10,2020","Munich","30.77","13","4"
"Jun 10,2020","Madrid, Spain","7.69","39","3"
"Jun 10,2020","Paris, France","12.73","55","7"
"Jun 10,2020","America s Demo Pool- Sterling VA","50","4","2"
"Jun 10,2020","Hong Kong","41.67","72","30"
"Jun 10,2020","India-Bagmane Tridib, Bldg 3","8.92","471","42"
"Jun 10,2020","India-Electra, Bldg 4","9.11","1219","111"
"Jun 10,2020","India Elnath Bldg 5","10.87","1876","204"
"Jun 10,2020","India-Mumbai","4.17","24","1"
"Jun 10,2020","Milan","15.79","19","3"
"Jun 10,2020","Tokyo, Japan (Kyobashi)","12.9","31","4"
"Jun 10,2020","Tokyo, Japan (Shinjuku)","7.82","179","14"
"Jun 10,2020","Seoul, Korea","42.22","45","19"
"Jun 10,2020","Kuala Lumpur, Malaysia","10.34","29","3"
"Jun 10,2020","Amsterdam","6.37","251","16"
"Jun 10,2020","Moscow","5","40","2"
"Jun 10,2020","Riyadh","2.2","91","2"
"Jun 10,2020","Stockholm","6.25","16","1"
"Jun 10,2020","Singapore","7.04","71","5"
"Jun 10,2020","Taipei","64","25","16"
"Jun 10,2020","Addlestone","4","75","3"
"Jun 10,2020","Belfast","5.56","18","1"
"Jun 10,2020","Bridgewater","14.71","34","5"
"Jun 10,2020","Cupertino, CA (Mist)","4.5","111","5"
"Jun 10,2020","Durham, NC","14.29","49","7"
"Jun 10,2020","Frederick, MD (R&D)","33.33","3","1"
"Jun 10,2020","Herndon, Bldg 1","8.8","125","11"
"Jun 10,2020","Quincy, WA GEO DC Bldg A","81.25","32","26"
"Jun 10,2020","SVL Building 5","53.97","63","34"
"Jun 10,2020","SVL Building 8","109.09","44","48"
"Jun 10,2020","SVL Building A","6.79","1222","83"
"Jun 10,2020","SVL Building B","6.07","1302","79"
"Jun 10,2020","Westford NEIC R&D","8.28","447","37"
"Jun 11,2020","Dubai","3.03","33","1"
"Jun 11,2020","Melbourne Sales","9.43","53","5"
"Jun 11,2020","Sydney Sales","13.04","46","6"
"Jun 11,2020","Brussels","100","2","2"
"Jun 11,2020","Kanata (R&D)","1.96","51","1"
"Jun 11,2020","Kanata Optical (BTI Ottawa)","10","20","2"
"Jun 11,2020","Beijing Sales","46.94","49","23"
"Jun 11,2020","Beijing R&D","89.33","150","134"
"Jun 11,2020","Beijing CSS","26.87","67","18"
"Jun 11,2020","Guangzhou, China","52.63","19","10"
"Jun 11,2020","Shanghai","36.59","41","15"
"Jun 11,2020","Wuhan R&D","20","5","1"
"Jun 11,2020","Munich","7.69","13","1"
"Jun 11,2020","Madrid, Spain","5.13","39","2"
"Jun 11,2020","Paris, France","21.82","55","12"
"Jun 11,2020","America s Demo Pool- Sterling VA","75","4","3"
"Jun 11,2020","Hong Kong","34.72","72","25"
"Jun 11,2020","Dublin","4.55","22","1"
"Jun 11,2020","India-Bagmane Tridib, Bldg 3","8.7","471","41"
"Jun 11,2020","India-Electra, Bldg 4","8.37","1219","102"
"Jun 11,2020","India Elnath Bldg 5","10.29","1876","193"
"Jun 11,2020","India-Mumbai","4.17","24","1"
"Jun 11,2020","Milan","15.79","19","3"
"Jun 11,2020","Tokyo, Japan (Kyobashi)","6.45","31","2"
"Jun 11,2020","Tokyo, Japan (Shinjuku)","6.15","179","11"
"Jun 11,2020","Seoul, Korea","42.22","45","19"
"Jun 11,2020","Kuala Lumpur, Malaysia","27.59","29","8"
"Jun 11,2020","Amsterdam","7.97","251","20"
"Jun 11,2020","Moscow","2.5","40","1"
"Jun 11,2020","Riyadh","2.2","91","2"
"Jun 11,2020","Stockholm","12.5","16","2"
"Jun 11,2020","Singapore","8.45","71","6"
"Jun 11,2020","Taipei","32","25","8"
"Jun 11,2020","Addlestone","1.33","75","1"
"Jun 11,2020","Belfast","5.56","18","1"
"Jun 11,2020","Bridgewater","17.65","34","6"
"Jun 11,2020","Cupertino, CA (Mist)","4.5","111","5"
"Jun 11,2020","Dallas","6.25","16","1"
"Jun 11,2020","Durham, NC","16.33","49","8"
"Jun 11,2020","Herndon, Bldg 1","11.2","125","14"
"Jun 11,2020","Quincy, WA GEO DC Bldg A","81.25","32","26"
"Jun 11,2020","SVL Building 5","44.44","63","28"
"Jun 11,2020","SVL Building 8","122.73","44","54"
"Jun 11,2020","SVL Building A","6.96","1222","85"
"Jun 11,2020","SVL Building B","6.07","1302","79"
"Jun 11,2020","Westford NEIC R&D","6.71","447","30"
"Jun 12,2020","Melbourne Sales","9.43","53","5"
"Jun 12,2020","Sydney Sales","13.04","46","6"
"Jun 12,2020","Kanata (R&D)","1.96","51","1"
"Jun 12,2020","Kanata Optical (BTI Ottawa)","15","20","3"
